"Name","Address","City","Cuisine","PriceRange","Rating","ReviewCount","Phone","Source","Region"
"Eddie and Vinny's","10181 W Sample Rd","Coral Springs, FL","Italian","$$$$","4.7/5 Google","157","N/A","Tripadvisor/restaurantji","Coral Springs"
"SEA Asian Bistro","1933 N University Dr","Coral Springs, FL","Asian Fusion","N/A","4.5/5 Google","285+ reviews","N/A","restaurantji.com","Coral Springs"
"Tacocraft Taqueria & Tequila Bar (Coral Springs)","3240 N University Dr","Coral Springs, FL","Mexican","N/A","4.5/5 Google","276+ reviews","N/A","restaurantji.com","Coral Springs"
"Tap 42 Craft Kitchen & Bar (Coral Springs)","3111 N University Dr Ste 100","Coral Springs, FL","American","N/A","4.4/5 Google","597+ reviews","N/A","restaurantji.com","Coral Springs"
"Bravo Peruvian Kitchen (Coral Springs)","9711 W Sample Rd","Coral Springs, FL","Peruvian","N/A","4.5/5 Google","245+ reviews","N/A","restaurantji.com","Coral Springs"
"Moore Fire Grill","6291 W Sample Rd","Coral Springs, FL","Southern","N/A","4.6/5 Google","173+ reviews","N/A","restaurantji.com","Coral Springs"
"Phat Boy Sushi, Kitchen & Bar (Coral Springs)","2702 N University Dr","Coral Springs, FL","Sushi/Japanese","N/A","4.4/5 Google","460+ reviews","N/A","restaurantji.com","Coral Springs"
"Bonefish Grill (Coral Springs)","1455 N University Dr","Coral Springs, FL","Seafood","$$-$$$","4.4/5 Google","536+ reviews","N/A","restaurantji.com","Coral Springs"
"Runyon's","9810 W Sample Rd","Coral Springs, FL","Steakhouse/Fine Dining","$$$$","4.4/5 Google","442+ reviews","N/A","restaurantji.com/Tripadvisor","Coral Springs"
"Tarka Karahi and Kabab House","7881 W Sample Rd","Coral Springs, FL","Indian/Pakistani","N/A","4.4/5 Google","321+ reviews","N/A","restaurantji.com","Coral Springs"
"BJ's Restaurant & Brewhouse","1580 N University Dr","Coral Springs, FL","American/Brewpub","$$-$$$","4.3/5 Google","685+ reviews","N/A","restaurantji.com/Tripadvisor","Coral Springs"
"THE NAMU Korean Japanese Kitchen & Izakaya","10317 Royal Palm Blvd","Coral Springs, FL","Korean/Japanese","$$-$$$","4.3/5 Google","474+ reviews","N/A","restaurantji.com/Tripadvisor","Coral Springs"
"Big Bear Brewing Company","N/A","Coral Springs, FL","American/Brewpub","$$-$$$","4.3/5 Tripadvisor","838+ reviews","N/A","Tripadvisor","Coral Springs"
"The Cook and the Cork","N/A","Coral Springs, FL","American/International","$$-$$$","4.2/5 Google","435","N/A","Tripadvisor","Coral Springs"
"Rock n Roll Ribs","N/A","Coral Springs, FL","American/BBQ","$$-$$$","4.3/5 Tripadvisor","424+ reviews","N/A","Tripadvisor","Coral Springs"
"Red Ginger","N/A","Coral Springs, FL","Chinese/Sushi","$$-$$$","4.1/5 Tripadvisor","337+ reviews","N/A","Tripadvisor","Coral Springs"
"Bonefish Mac's Sports Grille","N/A","Coral Springs, FL","American/Bar","$$-$$$","4.1/5 Tripadvisor","311+ reviews","N/A","Tripadvisor","Coral Springs"
"Hellenic Republic","N/A","Coral Springs, FL","Greek/Mediterranean","$$-$$$","4.1/5 Tripadvisor","30+ reviews","N/A","Tripadvisor","Coral Springs"
"Hamachi Thai And Sushi","N/A","Coral Springs, FL","Japanese/Thai/Sushi","$$-$$$","4.1/5 Google","238","N/A","Tripadvisor","Coral Springs"
"Arun's Indian Kichen","N/A","Coral Springs, FL","Indian","$","4.4/5 Google","376","N/A","Tripadvisor","Coral Springs"
"Francisca Charcoal Chicken & Meats (Davie)","2258 S University Dr","Davie, FL","Latin American","N/A","4.9/5 Google","1,414+ reviews","N/A","restaurantji.com","Davie"
"Cilantro Asian Bistro","11590 W State Rd 84","Davie, FL","Sushi/Asian","$$-$$$","4.9/5 Google","652+ reviews","N/A","restaurantji.com/Tripadvisor","Davie"
"Twin Peaks (Davie)","2000 S University Dr","Davie, FL","American/Sports Bar","$$-$$$","4.8/5 Google","1,636+ reviews","N/A","restaurantji.com/Tripadvisor","Davie"
"The Greek Joint Kitchen and Bar","5810 S University Dr 118-119","Davie, FL","Greek","N/A","4.7/5 Google","304+ reviews","N/A","restaurantji.com","Davie"
"Pho Bar Vietnamese Kitchen (Davie)","6310 Griffin Rd","Davie, FL","Vietnamese","N/A","4.8/5 Google","659+ reviews","N/A","restaurantji.com","Davie"
"Buca di Beppo Italian Restaurant","3355 S University Dr","Davie, FL","Italian","$$-$$$","4.7/5 Google","844+ reviews","N/A","restaurantji.com/Tripadvisor","Davie"
"Alta Vaca Grill","7740 Nova Dr","Davie, FL","Argentine/Steakhouse","$$-$$$","4.8/5 Google","324+ reviews","N/A","restaurantji.com/Tripadvisor","Davie"
"Phat Boy Sushi, Kitchen & Bar (Davie)","2451 S University Dr","Davie, FL","Japanese/Sushi","N/A","4.7/5 Google","565+ reviews","N/A","restaurantji.com","Davie"
"Bae Korean Grill","5711 Seminole Way #100","Davie, FL","Korean","N/A","4.7/5 Google","608+ reviews","N/A","restaurantji.com","Davie"
"Esposito's Pizza Bar Restaurant","2221 S University Dr","Davie, FL","Italian/Pizza","N/A","4.7/5 Google","449+ reviews","N/A","restaurantji.com","Davie"
"Poke Ramen Asian Soul Kitchen","1908 S University Dr","Davie, FL","Asian/Poke/Ramen","N/A","4.7/5 Google","425+ reviews","N/A","restaurantji.com","Davie"
"Sushi Song Davie","6370 Griffin Rd Unit c101","Davie, FL","Sushi/Japanese","N/A","4.4/5 Google","155+ reviews","N/A","restaurantji.com","Davie"
"Lemongrass Hotpot","5450 S State Rd 7","Davie, FL","Chinese/Hot Pot","$$-$$$","4.7/5 Google","347+ reviews","N/A","restaurantji.com/Tripadvisor","Davie"
"Pinsa 104","4900 S University Dr Ste 104","Davie, FL","Italian","N/A","4.9/5 Google","107+ reviews","N/A","restaurantji.com","Davie"
"Palace Indian Restaurant","11422 W State Rd 84","Davie, FL","Indian","N/A","4.6/5 Google","435+ reviews","N/A","restaurantji.com","Davie"
"Emerald Thai Restaurant","8500 W State Rd 84","Davie, FL","Thai","N/A","4.8/5 Google","248+ reviews","N/A","restaurantji.com","Davie"
"My Big Fat Greek Restaurant","3445 Griffin Rd","Davie, FL","Greek","N/A","4.6/5 Google","446+ reviews","N/A","restaurantji.com","Davie"
"Zabb Thai & Sushi","8880 W State Rd 84","Davie, FL","Thai/Sushi","$$-$$$","4.6/5 Google","413","N/A","Tripadvisor/restaurantji","Davie"
"Kub Kao Thai & Sushi","4777 S University Dr","Davie, FL","Thai/Sushi","N/A","4.6/5 Google","263+ reviews","N/A","restaurantji.com","Davie"
"La Esquina Restaurante","13010 W State Rd 84","Davie, FL","Mexican","N/A","4.5/5 Google","456+ reviews","N/A","restaurantji.com","Davie"
"Oh Ceviche","5941 S University Dr","Davie, FL","Peruvian","N/A","4.6/5 Google","336+ reviews","N/A","restaurantji.com","Davie"
"A Taco by Divino","15651 Sheridan St Suite 700","Davie, FL","Mexican/Tacos","N/A","4.6/5 Google","191+ reviews","N/A","restaurantji.com","Davie"
"Elvis Italian Grille (Davie)","4261 Griffin Rd","Davie, FL","Italian","N/A","4.7/5 Google","115+ reviews","N/A","restaurantji.com","Davie"
"Peru Puro Sabor","5021 S State Rd 7 #209","Davie, FL","Peruvian","N/A","4.9/5 Google","67+ reviews","N/A","restaurantji.com","Davie"
"Mr. & Mrs. Crab Juicy Seafood & Bar","11432 W State Rd 84","Davie, FL","Seafood","$$-$$$","4.5/5 Google","284+ reviews","N/A","restaurantji.com/Tripadvisor","Davie"
"Kuro (Davie)","1 Seminole Way","Davie, FL","Japanese","N/A","4.5/5 Google","418+ reviews","N/A","restaurantji.com","Davie"
"Vienna Wine Bar","9100 W State Rd 84","Davie, FL 33324","European/Austrian","$$-$$$","4.5/5 Google","N/A","N/A","Wanderlog/Tripadvisor","Davie"
"Ceviche 595","1910 S University Dr","Davie, FL 33324","Peruvian/Seafood","$$-$$$","4.7/5 Google","155+ reviews","N/A","Wanderlog/Tripadvisor","Davie"
"Tijuana Taxi Co.","4400 S University Dr","Davie, FL 33328","Mexican/Tex-Mex","$$-$$$","4.1/5 Tripadvisor","349+ reviews","N/A","Wanderlog/Tripadvisor","Davie"
"Kristof's Kafe","8912 W State Rd 84","Davie, FL 33324","American/Breakfast","$$-$$$","4.4/5 Google","348","N/A","Wanderlog/Tripadvisor","Davie"
"Ally's Comfort Cafe","13674 W State Rd 84","Davie, FL 33325","American/Breakfast/Brunch","$","4.5/5 Google","338","N/A","Wanderlog/Tripadvisor","Davie"
"CJ Blacks","N/A","Davie, FL","American/Bar","$$-$$$","4.1/5 Google","346","N/A","Tripadvisor","Davie"
"Shorty's Bar-B-Q","N/A","Davie, FL","American/Barbecue","$$-$$$","3.8/5 Tripadvisor","190+ reviews","N/A","Tripadvisor","Davie"
"Billy's Tavern","N/A","Davie, FL","American/Bar","$$-$$$","4.0/5 Tripadvisor","126+ reviews","N/A","Tripadvisor","Davie"
"Tower Deli and Diner","N/A","Davie, FL","American/Deli","$$-$$$","4.2/5 Tripadvisor","79+ reviews","N/A","Tripadvisor","Davie"
"Vienna Cafe & Bistro","5724 S Flamingo Rd","Cooper City, FL","French","N/A","4.7/5 Google","453+ reviews","N/A","restaurantji.com","Cooper City"
"Firefly Italian Restaurant & Alfredo Pizza","4718 S Flamingo Rd","Cooper City, FL","Italian/Pizza","N/A","4.8/5 Google","220+ reviews","N/A","restaurantji.com","Cooper City"
"Melting Pot (Cooper City)","5834 S Flamingo Rd","Cooper City, FL","Fondue/American","$$$$","4.6/5 Google","584+ reviews","N/A","restaurantji.com","Cooper City"
"Sicilian Oven (Cooper City)","5544 S Flamingo Rd","Cooper City, FL","Italian/Pizza","$$-$$$","4.6/5 Google","220+ reviews","N/A","restaurantji.com","Cooper City"
"Panguich","10215 Stirling Rd","Cooper City, FL","Peruvian","N/A","4.7/5 Google","133+ reviews","N/A","restaurantji.com","Cooper City"
"Tin Cup Sports Bar & Grill","5050 SW 90th Ave","Cooper City, FL","American/Bar","N/A","4.7/5 Google","211+ reviews","N/A","restaurantji.com","Cooper City"
"Napoli Now! Pizza Napoletana","9630 Stirling Rd #102","Cooper City, FL","Italian/Pizza","N/A","4.7/5 Google","115+ reviews","N/A","restaurantji.com","Cooper City"
"Wolf's Steakhouse","8655 Stirling Rd","Cooper City, FL","Steakhouse","$$$$","4.4/5 Google","579+ reviews","N/A","restaurantji.com","Cooper City"
"Vegan Tierra","8755 Stirling Rd","Cooper City, FL","Vegan","N/A","4.5/5 Google","249+ reviews","N/A","restaurantji.com","Cooper City"
"Effe Cafe","10295 Stirling Rd","Cooper City, FL","Cafe/Italian","N/A","4.7/5 Google","122+ reviews","N/A","restaurantji.com","Cooper City"
"Taj Indian Grill","5602 S Flamingo Rd","Cooper City, FL","Indian","N/A","4.5/5 Google","197+ reviews","N/A","restaurantji.com","Cooper City"
"Luv'n Oven Pizza & Pasta","9410 Griffin Rd","Cooper City, FL","Italian/Pizza","N/A","4.4/5 Google","245+ reviews","N/A","restaurantji.com","Cooper City"
"Vita Italian Restaurant & Pizza","10014 Griffin Rd","Cooper City, FL","Italian/Pizza","N/A","4.4/5 Google","267+ reviews","N/A","restaurantji.com","Cooper City"
"La Brochette Bistro","N/A","Cooper City, FL","French/Mediterranean","$$$","N/A","N/A","N/A","SoFloTrend","Cooper City"
"Litchi Ramen","8751 Stirling Rd","Cooper City, FL","Ramen/Asian","N/A","4.6/5 Google","148+ reviews","N/A","restaurantji.com","Cooper City"
"Taste Of The City","9940 Griffin Rd","Cooper City, FL","Cafe/American","N/A","4.5/5 Google","220+ reviews","N/A","restaurantji.com","Cooper City"
"Farmer's Table","1901 N Military Trl","Boca Raton, FL 33431","New American","$$$","4.4/5 Google","3,800+","N/A","Wanderlog","Boca Raton"
"Abe & Louie's Boca Raton","2200 Glades Rd","Boca Raton, FL 33431","Steakhouse","$$$$","4.5/5 Google","1,350+","N/A","Wanderlog","Boca Raton"
"Six Tables a Restaurant (STaR)","112 NE 2nd St, Mizner Plaza","Boca Raton, FL 33432","European/Continental","$$$$","4.7/5 Google","120+","N/A","Wanderlog","Boca Raton"
"Kapow Noodle Bar","402 Plaza Real","Boca Raton, FL 33432","Asian Fusion","$$","4.5/5 Google","1,600+","N/A","Wanderlog","Boca Raton"
"Seasons 52 (Boca Raton)","2300 NW Executive Center Dr","Boca Raton, FL 33431","New American","$$","4.6/5 Google","2,800+","N/A","Wanderlog","Boca Raton"
"TwentyTwenty Grille","141 Via Naranjas, Royal Palm Place","Boca Raton, FL 33432","New American","$$$","4.8/5 Google","900+","N/A","Wanderlog","Boca Raton"
"The Capital Grille (Boca Raton)","6000 Glades Rd","Boca Raton, FL 33431","Steakhouse","$$$$","4.6/5 Google","1,500+","N/A","Wanderlog","Boca Raton"
"V & S Italian Deli","2621 N Federal Hwy","Boca Raton, FL 33431","Italian/Deli","$$","4.7/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"La Nouvelle Maison","455 E Palmetto Park Rd","Boca Raton, FL 33432","French","$$$$","4.4/5 Google","550+","N/A","Wanderlog","Boca Raton"
"City Fish Market","7940 Glades Rd","Boca Raton, FL 33434","Seafood","$$$","4.3/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Houston's (Boca Raton)","1900 NW Executive Center Cir","Boca Raton, FL 33431","American","$$$","4.2/5 Google","2,500+","N/A","Wanderlog","Boca Raton"
"Chops Lobster Bar","101 Plaza Real S","Boca Raton, FL 33432","Steakhouse/Seafood","$$$$","4.6/5 Google","1,650+","N/A","Wanderlog","Boca Raton"
"Ichiyami Buffet & Sushi","145 SE Mizner Blvd","Boca Raton, FL 33432","Japanese/Sushi Buffet","$$","4.6/5 Google","4,000+","N/A","Wanderlog","Boca Raton"
"Tin Muffin Cafe","364 E Palmetto Park Rd","Boca Raton, FL 33432","American/Cafe","$","4.7/5 Google","425+","N/A","Wanderlog","Boca Raton"
"Rocco's Tacos & Tequila Bar (Boca Raton)","Boca Center","Boca Raton, FL 33431","Mexican","$$","4.3/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Ke'e Grill","17940 N Military Trl #700","Boca Raton, FL 33496","Seafood/American","$$$","4.5/5 Google","910+","N/A","Wanderlog","Boca Raton"
"J. Alexander's Restaurant (Boca Raton)","1400 Glades Rd Bay 200","Boca Raton, FL 33431","American","$$$","4.4/5 Google","1,900+","N/A","Wanderlog","Boca Raton"
"New York Prime","2350 NW Executive Center Dr","Boca Raton, FL 33431","Steakhouse","$$$$","4.4/5 Google","1,150+","N/A","Wanderlog","Boca Raton"
"Casa D'Angelo Ristorante (Boca Raton)","171 E Palmetto Park Rd","Boca Raton, FL 33432","Italian","$$$$","4.4/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Tanzy","301 Plaza Real","Boca Raton, FL 33432","Italian","$$$$","4.3/5 Google","600+","N/A","Wanderlog","Boca Raton"
"Melting Pot (Boca Raton)","N/A","Boca Raton, FL","Fondue","$$$$","4.7/5 Google","1,170+","N/A","Wanderlog","Boca Raton"
"Rafina Greek Taverna","6877 SW 18th St","Boca Raton, FL 33433","Greek","$$","4.3/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"SeaSpray Inlet Grill","999 E Camino Real","Boca Raton, FL 33432","Florida Coastal","$$","4.1/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Boca Landing","999 E Camino Real","Boca Raton, FL 33432","Fine Dining/Seafood","$$$$","4.1/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Waterstone Rum Bar & Grill","999 E Camino Real","Boca Raton, FL 33432","Bar & Grill","$$","4.1/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Gary Rack's Farmhouse Kitchen Boca","399 SE Mizner Blvd","Boca Raton, FL 33432","American/Asian Fusion","$$","4.2/5 Google","760+","N/A","Wanderlog","Boca Raton"
"True Food Kitchen (Boca Raton)","6000 Glades Rd Unit 1015A","Boca Raton, FL 33431","Health Food/American","$$","4.6/5 Google","2,700+","N/A","Wanderlog","Boca Raton"
"Max's Grille","404 Plaza Real","Boca Raton, FL 33432","American/Seafood/Sushi","$$","4.4/5 Google","1,930+","N/A","Wanderlog","Boca Raton"
"Louie Bossi's Ristorante Bar Pizzeria (Boca Raton)","Mizner Park area","Boca Raton, FL 33432","Italian","$$$$","4.3/5 Google","N/A","N/A","Wanderlog","Boca Raton"
"Luff's Fish House","390 E Palmetto Park Rd","Boca Raton, FL 33432","Seafood","$$$","4.5/5 Google","1,390+","N/A","Wanderlog","Boca Raton"
"The Boca Lobster Roll Co","771 E Palmetto Park Rd","Boca Raton, FL 33432","Seafood/Lobster Rolls","$","4.2/5 Google","320+","N/A","Wanderlog","Boca Raton"
"Eddie V's Prime Seafood","201 Plaza Real","Boca Raton, FL 33432","Seafood/Steakhouse","$$$$","4.6/5 Google","379","(561) 237-0067","Yelp/Boca Chamber","Boca Raton"
"Sixty Vines (Boca Raton)","5050 Town Center Cir Suite 239","Boca Raton, FL 33486","New American/Wine Bar","$$$","4.5/5 Google","710","(561) 961-3131","Yelp","Boca Raton"
"The Whale's Rib","2031 NE 2nd St","Deerfield Beach, FL 33441","Seafood","$$$","4.5/5 Google","4,600+","N/A","Wanderlog","Deerfield Beach"
"JB's on the Beach","300 NE 21st Ave","Deerfield Beach, FL 33441","Seafood","$$$","4.5/5 Google","6,600+","N/A","Wanderlog","Deerfield Beach"
"Casa Maya Grill","201 SE 15th Terrace #101, Cove Shopping Center","Deerfield Beach, FL 33441","Mexican","$$","4.4/5 Google","455+","N/A","Wanderlog","Deerfield Beach"
"Amante's Italian Restaurant","2009 NE 2nd St","Deerfield Beach, FL 33441","Italian","$$","4.3/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Flanigan's Seafood Bar and Grill (Deerfield Beach)","2041 NE 2nd St","Deerfield Beach, FL 33441","American/Seafood","$$","4.3/5 Google","3,750+","N/A","Wanderlog","Deerfield Beach"
"The Cove","1754 SE 3rd Ct","Deerfield Beach, FL 33441","Seafood/Tiki Bar","$$","4.3/5 Google","700+","N/A","Wanderlog","Deerfield Beach"
"Oceans 234","234 N Ocean Dr","Deerfield Beach, FL 33441","Seafood/Bistro","$$$","4.5/5 Google","3,770+","N/A","Wanderlog","Deerfield Beach"
"Little Havana Restaurant (Deerfield Beach)","721 S Federal Hwy","Deerfield Beach, FL 33441","Cuban","$$","4.4/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Patio Bar & Grill","2096 NE 2nd St","Deerfield Beach, FL 33441","American/Seafood","$$","4.3/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Baja Cafe","1310 S Federal Hwy","Deerfield Beach, FL 33441","Mexican","$$","4.4/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Luigi di Roma Italian Ristorante","718 S Federal Hwy","Deerfield Beach, FL 33441","Italian","$$","4.4/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"The Sticky Bun","1619 SE 3rd Ct","Deerfield Beach, FL 33441","Breakfast/Brunch","$$","4.6/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Charm City Burger Company","1136 E Hillsboro Blvd","Deerfield Beach, FL 33441","Burgers","$$","4.5/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Kevin's Sushi & Thai","706 Federal Hwy","Deerfield Beach, FL 33441","Sushi/Thai","$$","4.6/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"Tipperary Pub","1540 SE 3rd Ct","Deerfield Beach, FL 33441","Irish Pub","$$","4.4/5 Google","N/A","N/A","Wanderlog","Deerfield Beach"
"JByrd's Muddy Waters Restaurant & Raw Bar","2237 W Hillsboro Blvd","Deerfield Beach, FL 33442","Seafood/Sports Bar","$$","4.4/5 Google","2,670+","N/A","Wanderlog","Deerfield Beach"
"Pop's Fish Market","131 W Hillsboro Blvd","Deerfield Beach, FL 33441","Seafood Market/Restaurant","$$","4.7/5 Google","310+","N/A","Wanderlog","Deerfield Beach"
"El Balcon de las Americas (Deerfield Beach)","246 S Powerline Rd","Deerfield Beach, FL 33442","Colombian","$$","4.7/5 Google","5898","N/A","Restaurantji","Deerfield Beach"
"Fogueira Crab Churrascaria","3887 W Hillsboro Blvd","Deerfield Beach, FL 33442","Seafood/Brazilian","$$","4.4/5 Google","1317","N/A","Restaurantji","Deerfield Beach"
"Quick Bite Thai & Sushi","470 W Hillsboro Blvd","Deerfield Beach, FL 33442","Thai/Sushi","$$","4.8/5 Google","482","N/A","Restaurantji","Deerfield Beach"
"Adega Gaucha Brazilian Steakhouse","240 S Federal Hwy","Deerfield Beach, FL 33441","Brazilian Steakhouse","$$$","5.0/5 Google","1869","N/A","Restaurantji","Deerfield Beach"
"Temak House Florida","420 W Hillsboro Blvd","Deerfield Beach, FL 33441","Sushi Bar","$$","4.8/5 Google","1047","N/A","Restaurantji","Deerfield Beach"
"Ciao Bella Trattoria","1380 S Federal Hwy","Deerfield Beach, FL 33441","Italian","$$","4.7/5 Google","247","N/A","Restaurantji","Deerfield Beach"
"Masamune Japanese Restaurant","310 S Federal Hwy","Deerfield Beach, FL 33441","Japanese","$$","4.5/5 Google","684","N/A","Restaurantji","Deerfield Beach"
"Pukara Peruvian Cuisine on the Beach","241b N Ocean Dr","Deerfield Beach, FL 33441","Peruvian","$$","4.6/5 Google","232","N/A","Restaurantji","Deerfield Beach"
"Tradition Restaurant","626 S Federal Hwy","Deerfield Beach, FL 33441","French","$$$","4.7/5 Google","197","N/A","Restaurantji","Deerfield Beach"
"Papa Sauce","269 S Dixie Hwy B","Deerfield Beach, FL 33441","Barbecue","$$","4.6/5 Google","200","N/A","Restaurantji","Deerfield Beach"
